frame_index,max_dim.x,max_dim.y,mouse_top.mouse_top_0.x1,mouse_top.mouse_top_0.y1,mouse_top.mouse_top_0.x2,mouse_top.mouse_top_0.y2,mouse_top.mouse_top_0.conf,mouse_top.mouse_top_0.nose.x,mouse_top.mouse_top_0.nose.y,mouse_top.mouse_top_0.nose.conf,mouse_top.mouse_top_0.headcentre.x,mouse_top.mouse_top_0.headcentre.y,mouse_top.mouse_top_0.headcentre.conf,mouse_top.mouse_top_0.neck.x,mouse_top.mouse_top_0.neck.y,mouse_top.mouse_top_0.neck.conf,mouse_top.mouse_top_0.earl.x,mouse_top.mouse_top_0.earl.y,mouse_top.mouse_top_0.earl.conf,mouse_top.mouse_top_0.earr.x,mouse_top.mouse_top_0.earr.y,mouse_top.mouse_top_0.earr.conf,mouse_top.mouse_top_0.bodycentre.x,mouse_top.mouse_top_0.bodycentre.y,mouse_top.mouse_top_0.bodycentre.conf,mouse_top.mouse_top_0.bcl.x,mouse_top.mouse_top_0.bcl.y,mouse_top.mouse_top_0.bcl.conf,mouse_top.mouse_top_0.bcr.x,mouse_top.mouse_top_0.bcr.y,mouse_top.mouse_top_0.bcr.conf,mouse_top.mouse_top_0.hipl.x,mouse_top.mouse_top_0.hipl.y,mouse_top.mouse_top_0.hipl.conf,mouse_top.mouse_top_0.hipr.x,mouse_top.mouse_top_0.hipr.y,mouse_top.mouse_top_0.hipr.conf,mouse_top.mouse_top_0.tailbase.x,mouse_top.mouse_top_0.tailbase.y,mouse_top.mouse_top_0.tailbase.conf,mouse_top.mouse_top_0.tailcentre.x,mouse_top.mouse_top_0.tailcentre.y,mouse_top.mouse_top_0.tailcentre.conf,mouse_top.mouse_top_0.tailtip.x,mouse_top.mouse_top_0.tailtip.y,mouse_top.mouse_top_0.tailtip.conf,oft.oft_0.x1,oft.oft_0.y1,oft.oft_0.x2,oft.oft_0.y2,oft.oft_0.conf,oft.oft_0.tl.x,oft.oft_0.tl.y,oft.oft_0.tl.conf,oft.oft_0.tr.x,oft.oft_0.tr.y,oft.oft_0.tr.conf,oft.oft_0.bl.x,oft.oft_0.bl.y,oft.oft_0.bl.conf,oft.oft_0.br.x,oft.oft_0.br.y,oft.oft_0.br.conf
0,1280,960,477.66290283203125,176.10491943359375,542.4478759765625,225.14862060546875,0.9163321852684021,544.1367797851562,210.84378051757812,0.8299874663352966,536.8992919921875,205.72003173828125,0.9871641397476196,527.1273803710938,201.25119018554688,0.997534990310669,534.39501953125,191.79013061523438,0.9927791953086853,526.6502685546875,213.54588317871094,0.99566650390625,511.7477111816406,198.95184326171875,0.9989412426948547,517.3202514648438,181.09921264648438,0.9893207550048828,512.4257202148438,220.2120819091797,0.9951677322387695,501.77484130859375,176.9899444580078,0.9869519472122192,499.6531982421875,224.47061157226562,0.9945653676986694,478.3612365722656,195.28045654296875,0.9944408535957336,440.817626953125,175.08038330078125,0.9666559100151062,402.281494140625,184.94529724121094,0.8743769526481628,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
1,1280,960,477.4649658203125,175.3997802734375,541.0244140625,224.77838134765625,0.9144464731216431,542.2103881835938,213.62330627441406,0.7532286643981934,536.9302368164062,207.5357666015625,0.9793674349784851,528.3298950195312,202.01837158203125,0.9966448545455933,536.2887573242188,193.37887573242188,0.990984320640564,526.7332153320312,214.0436248779297,0.9940664768218994,511.473388671875,198.54959106445312,0.9988222718238831,517.5659790039062,180.95022583007812,0.9886825084686279,511.1776428222656,219.62152099609375,0.9943649768829346,500.16729736328125,176.5664520263672,0.9866130948066711,498.418212890625,223.54690551757812,0.9937919974327087,477.56982421875,194.30679321289062,0.9936696887016296,440.0712585449219,174.90769958496094,0.9618127942085266,401.1889953613281,185.34544372558594,0.8607100248336792,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
2,1280,960,477.2308349609375,174.60873413085938,537.4840087890625,224.51382446289062,0.8973363637924194,537.6785278320312,215.45416259765625,0.4404554069042206,535.3438110351562,209.30892944335938,0.9186933040618896,528.57177734375,203.3997344970703,0.9907785654067993,536.7363891601562,195.74395751953125,0.9805272817611694,526.12353515625,214.81698608398438,0.983939528465271,510.5980529785156,198.05569458007812,0.9979294538497925,517.9009399414062,181.33021545410156,0.9840954542160034,509.0875549316406,218.98289489746094,0.9895981550216675,499.2596130371094,176.373291015625,0.9850921034812927,495.0169372558594,221.47756958007812,0.9908069968223572,476.9184875488281,191.83677673339844,0.9919905066490173,439.8020324707031,175.64881896972656,0.9648575782775879,400.4977111816406,186.61390686035156,0.8650674819946289,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
3,1280,960,477.7296142578125,174.99801635742188,536.151611328125,223.97824096679688,0.892114520072937,535.1815185546875,214.5578155517578,0.21672987937927246,534.2716064453125,208.6685028076172,0.8348003029823303,528.2739868164062,203.07125854492188,0.9892421364784241,535.7437744140625,195.8540802001953,0.9773496985435486,525.8736572265625,214.15553283691406,0.9815288782119751,511.1384582519531,197.01971435546875,0.9986018538475037,517.9652709960938,180.80287170410156,0.9888244271278381,509.1643371582031,218.88980102539062,0.9921938180923462,500.3463439941406,175.5663604736328,0.9918129444122314,494.4139709472656,221.4102783203125,0.9942703247070312,477.4232177734375,192.38238525390625,0.9947932362556458,442.49603271484375,176.42425537109375,0.978559136390686,402.44256591796875,188.22616577148438,0.9021729230880737,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
4,1280,960,477.7689208984375,174.95150756835938,536.3035278320312,224.58602905273438,0.9008347392082214,535.9505615234375,214.68763732910156,0.37758898735046387,533.1077880859375,208.43695068359375,0.9160830974578857,526.0533447265625,202.754638671875,0.9932824373245239,533.7307739257812,195.1937713623047,0.9847908616065979,523.7366943359375,214.1185302734375,0.9886954426765442,510.2881774902344,197.642822265625,0.9987620115280151,516.8505859375,180.9441375732422,0.9897550940513611,508.4129333496094,219.28428649902344,0.9934629201889038,500.35260009765625,175.73455810546875,0.9915539622306824,494.48931884765625,221.53680419921875,0.9946948885917664,477.5625,192.65029907226562,0.9949681162834167,443.0362548828125,176.3037567138672,0.9789435267448425,402.1183776855469,187.14285278320312,0.907512366771698,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
5,1280,960,478.01171875,175.9652557373047,537.1083374023438,225.42344665527344,0.9013868570327759,536.376220703125,214.8790740966797,0.547612190246582,532.7044677734375,208.56292724609375,0.9530309438705444,525.2797241210938,202.85971069335938,0.9953479170799255,533.1481323242188,195.3374481201172,0.9893820285797119,522.9318237304688,214.284423828125,0.9920775294303894,509.9105529785156,198.23704528808594,0.9988709092140198,516.6239624023438,181.47265625,0.9909095168113708,508.37158203125,219.85052490234375,0.9940969944000244,500.2845764160156,176.72377014160156,0.9917145371437073,494.8264465332031,222.34524536132812,0.9946991205215454,477.862548828125,193.32432556152344,0.9946058392524719,442.92437744140625,176.18283081054688,0.9762853384017944,402.3885803222656,187.59886169433594,0.903870701789856,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
6,1280,960,478.10162353515625,175.95571899414062,538.0590209960938,225.650146484375,0.906721830368042,537.9510498046875,214.3129425048828,0.7401782870292664,532.385009765625,208.2981719970703,0.9788081645965576,523.8442993164062,202.82875061035156,0.9972992539405823,531.9021606445312,194.8137969970703,0.9934334754943848,521.7039794921875,214.7397003173828,0.9953882694244385,509.51806640625,198.6107177734375,0.9991157650947571,516.5753173828125,181.29757690429688,0.9925661087036133,508.4367370605469,220.30906677246094,0.9954179525375366,500.8987731933594,176.81846618652344,0.99225252866745,495.2115478515625,222.93096923828125,0.9953658580780029,478.2002258300781,193.7036590576172,0.9949178695678711,443.0696716308594,176.0006561279297,0.9754642248153687,402.5174255371094,187.82672119140625,0.9048316478729248,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
7,1280,960,478.18951416015625,175.95071411132812,541.2085571289062,225.57748413085938,0.9120639562606812,540.704345703125,213.9042510986328,0.8878096342086792,533.0015869140625,208.05455017089844,0.9921356439590454,523.200927734375,202.75169372558594,0.9986222982406616,531.4072875976562,194.14248657226562,0.9963514804840088,521.3256225585938,215.21200561523438,0.9976167678833008,509.28802490234375,198.6787109375,0.9993439316749573,516.4228515625,180.85121154785156,0.9941112399101257,508.6184387207031,220.37022399902344,0.9965866804122925,501.1246337890625,176.6356201171875,0.9923576712608337,495.3585205078125,222.9276580810547,0.9957654476165771,478.5970458984375,193.79971313476562,0.9948937892913818,443.0582580566406,175.76968383789062,0.9706647396087646,401.2503662109375,187.59368896484375,0.8950976133346558,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
8,1280,960,478.4449462890625,175.86795043945312,545.3312377929688,225.65090942382812,0.9184637069702148,544.681640625,213.43408203125,0.9539260268211365,534.8583984375,207.979248046875,0.9970338344573975,523.813720703125,203.0590362548828,0.9993005990982056,531.8505859375,193.91986083984375,0.9979357719421387,522.436279296875,215.87672424316406,0.9987614154815674,510.0259094238281,198.98703002929688,0.9995331764221191,516.8233642578125,180.6466064453125,0.9954172372817993,509.5528869628906,220.75794982910156,0.9975354671478271,501.95404052734375,176.2419891357422,0.9926284551620483,496.20220947265625,223.3701171875,0.9962053894996643,479.12200927734375,194.2593994140625,0.9949890971183777,443.4502258300781,175.86740112304688,0.9625242948532104,400.03363037109375,187.45655822753906,0.8772928714752197,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
9,1280,960,478.5841369628906,175.64654541015625,548.9390869140625,225.63510131835938,0.9234441518783569,548.2398681640625,213.56832885742188,0.9870993494987488,536.3994750976562,207.8772430419922,0.999213457107544,524.2669067382812,202.86180114746094,0.999736487865448,532.416259765625,193.4440155029297,0.9991455078125,523.0046997070312,216.0098876953125,0.9994891881942749,510.07806396484375,198.98997497558594,0.9997369647026062,516.611083984375,180.525634765625,0.9971998929977417,509.390869140625,220.79104614257812,0.9984439015388489,501.98773193359375,175.8816680908203,0.9943795800209045,496.5135803222656,223.28172302246094,0.9970300197601318,479.1863708496094,194.2686004638672,0.996192455291748,442.8724365234375,175.9014892578125,0.9649530649185181,399.3783874511719,187.20346069335938,0.8856486678123474,276.16192626953125,172.3837890625,821.3646850585938,719.6969604492188,0.9851831793785095,281.2855529785156,172.71319580078125,0.9975601434707642,821.97607421875,178.4385986328125,0.996366024017334,274.3454284667969,711.8623046875,0.9986409544944763,814.9421997070312,719.8062744140625,0.9980065226554871
