frame_index,max_dim.x,max_dim.y,mouse_top.mouse_top_0.x1,mouse_top.mouse_top_0.y1,mouse_top.mouse_top_0.x2,mouse_top.mouse_top_0.y2,mouse_top.mouse_top_0.conf,mouse_top.mouse_top_0.nose.x,mouse_top.mouse_top_0.nose.y,mouse_top.mouse_top_0.nose.conf,mouse_top.mouse_top_0.headcentre.x,mouse_top.mouse_top_0.headcentre.y,mouse_top.mouse_top_0.headcentre.conf,mouse_top.mouse_top_0.neck.x,mouse_top.mouse_top_0.neck.y,mouse_top.mouse_top_0.neck.conf,mouse_top.mouse_top_0.earl.x,mouse_top.mouse_top_0.earl.y,mouse_top.mouse_top_0.earl.conf,mouse_top.mouse_top_0.earr.x,mouse_top.mouse_top_0.earr.y,mouse_top.mouse_top_0.earr.conf,mouse_top.mouse_top_0.bodycentre.x,mouse_top.mouse_top_0.bodycentre.y,mouse_top.mouse_top_0.bodycentre.conf,mouse_top.mouse_top_0.bcl.x,mouse_top.mouse_top_0.bcl.y,mouse_top.mouse_top_0.bcl.conf,mouse_top.mouse_top_0.bcr.x,mouse_top.mouse_top_0.bcr.y,mouse_top.mouse_top_0.bcr.conf,mouse_top.mouse_top_0.hipl.x,mouse_top.mouse_top_0.hipl.y,mouse_top.mouse_top_0.hipl.conf,mouse_top.mouse_top_0.hipr.x,mouse_top.mouse_top_0.hipr.y,mouse_top.mouse_top_0.hipr.conf,mouse_top.mouse_top_0.tailbase.x,mouse_top.mouse_top_0.tailbase.y,mouse_top.mouse_top_0.tailbase.conf,mouse_top.mouse_top_0.tailcentre.x,mouse_top.mouse_top_0.tailcentre.y,mouse_top.mouse_top_0.tailcentre.conf,mouse_top.mouse_top_0.tailtip.x,mouse_top.mouse_top_0.tailtip.y,mouse_top.mouse_top_0.tailtip.conf,oft.oft_0.x1,oft.oft_0.y1,oft.oft_0.x2,oft.oft_0.y2,oft.oft_0.conf,oft.oft_0.tl.x,oft.oft_0.tl.y,oft.oft_0.tl.conf,oft.oft_0.tr.x,oft.oft_0.tr.y,oft.oft_0.tr.conf,oft.oft_0.bl.x,oft.oft_0.bl.y,oft.oft_0.bl.conf,oft.oft_0.br.x,oft.oft_0.br.y,oft.oft_0.br.conf
0,1280,1024,838.2130126953125,407.892333984375,882.806640625,506.29449462890625,0.9404262900352478,839.432373046875,506.6049499511719,0.9993190765380859,845.3505859375,492.45263671875,0.9999462366104126,850.2802734375,478.9484558105469,0.9999879598617554,857.9784545898438,485.9010314941406,0.9999679327011108,840.1311645507812,480.0535888671875,0.9999082088470459,857.4247436523438,453.4696350097656,0.9999864101409912,872.1094360351562,457.1568908691406,0.9998830556869507,842.7266845703125,451.03717041015625,0.9996894598007202,881.63427734375,431.61761474609375,0.9995904564857483,843.4046020507812,428.22979736328125,0.9990076422691345,864.1773071289062,407.27935791015625,0.9995574355125427,864.64599609375,361.94384765625,0.9879930019378662,847.68896484375,331.29412841796875,0.940427303314209,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
1,1280,1024,834.7041015625,412.45623779296875,880.568115234375,510.72845458984375,0.9392688274383545,834.164794921875,510.6290283203125,0.9987095594406128,841.1376342773438,497.2513427734375,0.9999136924743652,846.8326416015625,484.56561279296875,0.9999825954437256,853.7362060546875,491.19134521484375,0.999951958656311,837.1649169921875,485.12261962890625,0.9998823404312134,856.3717651367188,455.382080078125,0.9999858140945435,870.5949096679688,457.5932312011719,0.9998522996902466,841.6912231445312,452.20965576171875,0.9997022747993469,879.7972412109375,435.7897033691406,0.9994365572929382,841.5645141601562,431.3893737792969,0.9989309906959534,863.6436767578125,411.5863037109375,0.9991176724433899,862.0145874023438,363.05181884765625,0.976374089717865,837.0640258789062,332.0318298339844,0.900712251663208,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
2,1280,1024,826.6107177734375,420.8624267578125,878.8104248046875,515.0010986328125,0.9432445764541626,826.138916015625,515.269775390625,0.9993131160736084,835.0286865234375,503.3150939941406,0.9999500513076782,842.23486328125,491.6208190917969,0.9999908208847046,848.5150756835938,498.5990905761719,0.9999746084213257,832.6548461914062,491.3071594238281,0.9999251365661621,853.2567749023438,463.7687072753906,0.9999921321868896,866.933349609375,468.8424072265625,0.9999173879623413,837.5916137695312,459.9853820800781,0.9997852444648743,878.190185546875,446.33251953125,0.9997082352638245,838.9661865234375,436.5968017578125,0.9993218183517456,862.7628784179688,419.697265625,0.9996514320373535,862.4413452148438,370.26092529296875,0.9937166571617126,841.544189453125,336.0210876464844,0.9620564579963684,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
3,1280,1024,820.9315185546875,432.0775146484375,873.0625,519.940673828125,0.9457194209098816,820.6921997070312,520.05078125,0.9987012147903442,828.6385498046875,507.9380798339844,0.9998829364776611,835.60791015625,496.27191162109375,0.9999769926071167,841.5726318359375,503.33880615234375,0.9999395608901978,826.2449951171875,495.6047058105469,0.9998550415039062,848.1121826171875,472.13360595703125,0.999983549118042,861.0706176757812,479.9618225097656,0.9998390674591064,833.02685546875,467.06494140625,0.9996346235275269,873.751953125,458.9888916015625,0.999504804611206,837.8848876953125,443.7997131347656,0.9990140199661255,860.5402221679688,431.3282165527344,0.9994882345199585,863.8697509765625,381.8629150390625,0.992708146572113,848.5558471679688,343.01422119140625,0.9577667713165283,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
4,1280,1024,819.12158203125,442.7476806640625,871.251708984375,525.6458740234375,0.9400519132614136,820.0256958007812,525.8504638671875,0.9946645498275757,826.4603271484375,513.537841796875,0.9995169639587402,832.6524658203125,501.52197265625,0.9999315738677979,839.1347045898438,508.9593811035156,0.9998162388801575,822.6459350585938,500.8594970703125,0.9996901750564575,844.944580078125,479.3687438964844,0.9999716281890869,858.263427734375,488.9967346191406,0.9997091889381409,829.1326293945312,474.1133117675781,0.9995224475860596,871.530517578125,470.7486877441406,0.9994117021560669,834.9090576171875,453.5128173828125,0.9991150498390198,859.3858642578125,442.102294921875,0.9995216131210327,867.4666137695312,394.87164306640625,0.995932400226593,854.9718017578125,353.6728515625,0.9717401266098022,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
5,1280,1024,817.143798828125,448.52630615234375,870.874267578125,530.8046875,0.9378705620765686,817.5467529296875,531.0911865234375,0.9984049201011658,825.7228393554688,517.6111450195312,0.9999008178710938,832.8309936523438,505.3768615722656,0.9999788999557495,839.2404174804688,513.1902465820312,0.999935507774353,822.5724487304688,504.4119873046875,0.9998786449432373,844.0535278320312,484.6351318359375,0.9999785423278809,857.4552001953125,493.038818359375,0.9997884631156921,827.3941040039062,480.808837890625,0.9996765851974487,870.2667846679688,476.14727783203125,0.999535083770752,830.3237915039062,461.4779052734375,0.9993526339530945,858.50927734375,447.92926025390625,0.9997207522392273,869.3727416992188,399.78411865234375,0.9972295165061951,853.54248046875,359.513427734375,0.9796414375305176,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
6,1280,1024,815.3154296875,449.6712646484375,870.010986328125,533.7744140625,0.9396839141845703,815.1766967773438,533.5202026367188,0.998957633972168,825.2838745117188,520.5809936523438,0.9999316930770874,833.4408569335938,508.57366943359375,0.9999823570251465,839.2430419921875,516.9924926757812,0.9999434947967529,823.3739013671875,507.3387756347656,0.9999045133590698,843.5155639648438,487.76544189453125,0.9999793767929077,856.99951171875,495.6286926269531,0.9997866749763489,826.2477416992188,485.0309753417969,0.9997170567512512,870.042236328125,476.6884460449219,0.9995101690292358,827.5005493164062,466.3470153808594,0.9993667006492615,855.1124267578125,449.41339111328125,0.999702513217926,867.28076171875,402.70294189453125,0.9964330196380615,853.5266723632812,362.94635009765625,0.9766077995300293,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
7,1280,1024,813.252197265625,451.11053466796875,868.5909423828125,537.3831176757812,0.9417135119438171,813.015625,537.3258056640625,0.9990888833999634,823.894775390625,524.2002563476562,0.9999326467514038,832.3753662109375,512.0695190429688,0.9999804496765137,837.8704833984375,520.6661987304688,0.9999383687973022,822.4573364257812,510.77935791015625,0.9999008178710938,841.9827880859375,491.78887939453125,0.9999778270721436,855.7492065429688,498.7486572265625,0.9997711777687073,825.5626831054688,489.8309020996094,0.9997230172157288,869.06298828125,477.6802062988281,0.9995007514953613,826.2805786132812,471.84503173828125,0.9993777275085449,852.1937255859375,451.3044738769531,0.9997444748878479,865.4613037109375,404.7574768066406,0.9966889023780823,854.45947265625,364.047607421875,0.977880597114563,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
8,1280,1024,812.63916015625,454.46575927734375,866.714111328125,538.5174560546875,0.9422484636306763,812.504638671875,538.3948974609375,0.9989860653877258,824.0626220703125,525.7741088867188,0.9999209642410278,832.7318115234375,513.8570556640625,0.9999762773513794,838.6036376953125,522.49658203125,0.999929666519165,822.7604370117188,512.5674438476562,0.999887228012085,841.3684692382812,493.235595703125,0.9999755620956421,854.85791015625,500.112548828125,0.999750554561615,824.6890258789062,491.3000183105469,0.9996960163116455,867.4594116210938,479.2514953613281,0.9994702935218811,826.3601684570312,473.6656188964844,0.9993304014205933,849.8197631835938,454.1693115234375,0.9997268319129944,863.3795166015625,408.6070556640625,0.9966532588005066,854.3474731445312,366.2861328125,0.9776760339736938,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
9,1280,1024,813.9588623046875,456.37158203125,865.5072021484375,540.8040771484375,0.9394147992134094,813.7208862304688,540.5910034179688,0.9994091987609863,824.33251953125,527.7339477539062,0.9999575614929199,832.5617065429688,515.7393798828125,0.9999879598617554,838.8553466796875,524.3781127929688,0.9999659061431885,822.2340698242188,514.51025390625,0.9999239444732666,840.53662109375,495.1515808105469,0.9999833106994629,854.37109375,501.9083251953125,0.9998526573181152,823.652099609375,493.9948425292969,0.9997212290763855,866.2261352539062,480.54437255859375,0.9996511936187744,824.4072875976562,476.6551513671875,0.9993409514427185,847.6109008789062,456.1453552246094,0.9997779726982117,860.890380859375,410.9095458984375,0.9976202845573425,854.3528442382812,369.0480041503906,0.9832285642623901,370.91864013671875,226.69586181640625,915.6707153320312,774.5811767578125,0.9857420921325684,373.684326171875,227.3621826171875,0.9946292042732239,915.347412109375,229.82330322265625,0.9945238828659058,370.455810546875,770.6256103515625,0.9987747073173523,914.66357421875,774.6325073242188,0.9983128309249878
