frame_index,max_dim.x,max_dim.y,mouse_top.mouse_top_0.x1,mouse_top.mouse_top_0.y1,mouse_top.mouse_top_0.x2,mouse_top.mouse_top_0.y2,mouse_top.mouse_top_0.conf,mouse_top.mouse_top_0.nose.x,mouse_top.mouse_top_0.nose.y,mouse_top.mouse_top_0.nose.conf,mouse_top.mouse_top_0.headcentre.x,mouse_top.mouse_top_0.headcentre.y,mouse_top.mouse_top_0.headcentre.conf,mouse_top.mouse_top_0.neck.x,mouse_top.mouse_top_0.neck.y,mouse_top.mouse_top_0.neck.conf,mouse_top.mouse_top_0.earl.x,mouse_top.mouse_top_0.earl.y,mouse_top.mouse_top_0.earl.conf,mouse_top.mouse_top_0.earr.x,mouse_top.mouse_top_0.earr.y,mouse_top.mouse_top_0.earr.conf,mouse_top.mouse_top_0.bodycentre.x,mouse_top.mouse_top_0.bodycentre.y,mouse_top.mouse_top_0.bodycentre.conf,mouse_top.mouse_top_0.bcl.x,mouse_top.mouse_top_0.bcl.y,mouse_top.mouse_top_0.bcl.conf,mouse_top.mouse_top_0.bcr.x,mouse_top.mouse_top_0.bcr.y,mouse_top.mouse_top_0.bcr.conf,mouse_top.mouse_top_0.hipl.x,mouse_top.mouse_top_0.hipl.y,mouse_top.mouse_top_0.hipl.conf,mouse_top.mouse_top_0.hipr.x,mouse_top.mouse_top_0.hipr.y,mouse_top.mouse_top_0.hipr.conf,mouse_top.mouse_top_0.tailbase.x,mouse_top.mouse_top_0.tailbase.y,mouse_top.mouse_top_0.tailbase.conf,mouse_top.mouse_top_0.tailcentre.x,mouse_top.mouse_top_0.tailcentre.y,mouse_top.mouse_top_0.tailcentre.conf,mouse_top.mouse_top_0.tailtip.x,mouse_top.mouse_top_0.tailtip.y,mouse_top.mouse_top_0.tailtip.conf,oft.oft_0.x1,oft.oft_0.y1,oft.oft_0.x2,oft.oft_0.y2,oft.oft_0.conf,oft.oft_0.tl.x,oft.oft_0.tl.y,oft.oft_0.tl.conf,oft.oft_0.tr.x,oft.oft_0.tr.y,oft.oft_0.tr.conf,oft.oft_0.bl.x,oft.oft_0.bl.y,oft.oft_0.bl.conf,oft.oft_0.br.x,oft.oft_0.br.y,oft.oft_0.br.conf
0,1280,1024,728.5220336914062,515.4069213867188,826.8980102539062,553.1602172851562,0.9290030002593994,730.364990234375,548.2578125,0.998429000377655,742.73779296875,545.0612182617188,0.9997568726539612,755.2853393554688,542.0715942382812,0.9998267292976379,753.7479858398438,550.726806640625,0.9994367957115173,748.3770751953125,535.3141479492188,0.9996340274810791,784.395751953125,538.1668701171875,0.9998431205749512,785.7672119140625,552.4467163085938,0.9980771541595459,780.3339233398438,525.014404296875,0.9993013143539429,809.3375854492188,551.0914916992188,0.9958914518356323,806.5468139648438,517.4676513671875,0.9984228610992432,828.203369140625,532.9625854492188,0.9986258745193481,865.9603271484375,514.4302978515625,0.9836186766624451,872.979248046875,483.47869873046875,0.9268903732299805,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
1,1280,1024,719.185791015625,518.9734497070312,816.167724609375,556.1721801757812,0.9226937294006348,720.0789794921875,550.5084228515625,0.9983949065208435,732.129638671875,546.53857421875,0.9998206496238708,744.3654174804688,543.50439453125,0.9999058246612549,742.32666015625,551.5265502929688,0.9997333884239197,738.5794677734375,536.9161376953125,0.9997163414955139,773.2039184570312,539.325927734375,0.9999203681945801,772.8062133789062,553.425048828125,0.9990894794464111,769.7440795898438,526.769287109375,0.9994078874588013,793.3358764648438,555.6288452148438,0.9983093738555908,792.3319091796875,518.8071899414062,0.9990660548210144,816.6304931640625,537.106201171875,0.9995224475860596,856.1077270507812,520.4664306640625,0.9957045912742615,871.726806640625,490.99359130859375,0.9713852405548096,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
2,1280,1024,710.7725830078125,520.666259765625,806.4039306640625,557.033447265625,0.9244645833969116,711.0714111328125,550.7451171875,0.9987056255340576,723.657958984375,547.5012817382812,0.9998821020126343,735.9929809570312,544.848388671875,0.9999228715896606,733.0972900390625,552.9915771484375,0.9997664093971252,730.7105712890625,538.1322021484375,0.9997636675834656,762.5083618164062,540.76123046875,0.9999215602874756,761.47998046875,554.9732666015625,0.9990493655204773,758.4971313476562,528.0103759765625,0.9993578791618347,784.2100219726562,556.2828369140625,0.9982361793518066,779.449462890625,520.11767578125,0.999005138874054,806.209716796875,538.3322143554688,0.9995515942573547,849.2844848632812,527.0157470703125,0.9959213733673096,870.1075439453125,496.6520690917969,0.9718537330627441,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
3,1280,1024,701.8258666992188,521.3787841796875,798.5125122070312,557.7723388671875,0.9224612712860107,702.7620239257812,548.1881103515625,0.9987624883651733,715.5178833007812,546.0299682617188,0.9998471736907959,728.4608764648438,544.4506225585938,0.9998947381973267,724.9850463867188,552.4625244140625,0.9996947050094604,723.3468627929688,537.7412109375,0.9997219443321228,754.9421997070312,541.384033203125,0.9999010562896729,753.4094848632812,555.1984252929688,0.9988389611244202,750.1431274414062,529.3976440429688,0.9993433356285095,775.1427612304688,557.7548828125,0.9982399940490723,768.0174560546875,520.7575073242188,0.9990838766098022,798.658203125,536.1359252929688,0.9995520710945129,840.4423828125,527.0946655273438,0.9951016306877136,863.9498901367188,507.65142822265625,0.9687155485153198,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
4,1280,1024,695.9558715820312,522.2467651367188,791.9845581054688,556.7216186523438,0.9220974445343018,696.6812744140625,544.4700927734375,0.999157190322876,709.783203125,543.6444702148438,0.9999179840087891,722.586181640625,543.0553588867188,0.9999470710754395,718.0563354492188,550.9659423828125,0.9998076558113098,718.3373413085938,535.8353881835938,0.9998522996902466,749.0513916015625,540.990966796875,0.9999452829360962,747.23876953125,554.8219604492188,0.9992044568061829,744.5841674804688,529.10546875,0.9996128678321838,771.6209716796875,556.6032104492188,0.9987088441848755,761.62255859375,521.263916015625,0.9994345307350159,791.9185180664062,534.22314453125,0.9997355341911316,833.5355224609375,520.1536865234375,0.9976529479026794,854.35693359375,492.2780456542969,0.9817071557044983,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
5,1280,1024,689.2317504882812,521.75390625,784.5601196289062,555.7584228515625,0.9234526753425598,689.5829467773438,535.9451293945312,0.9980252981185913,701.9982299804688,538.5755615234375,0.999775230884552,714.6419067382812,540.8301391601562,0.9998831748962402,708.2723999023438,547.7890625,0.9995684027671814,712.304443359375,533.05419921875,0.9997374415397644,742.0158081054688,540.7799682617188,0.9999097585678101,739.8707885742188,554.7779541015625,0.99872225522995,738.0497436523438,528.6732177734375,0.9994949102401733,766.7180786132812,555.5155029296875,0.998369038105011,755.2583618164062,520.8126220703125,0.9993964433670044,784.1946411132812,532.9445190429688,0.9997017979621887,824.3452758789062,517.71142578125,0.9974328875541687,844.0694580078125,490.9859619140625,0.9804158806800842,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
6,1280,1024,680.968505859375,522.0908203125,776.248046875,554.737060546875,0.923660397529602,680.5482177734375,531.4176635742188,0.9989818930625916,694.611572265625,533.3905639648438,0.9998964071273804,707.8284301757812,535.4403076171875,0.9999275207519531,701.79541015625,542.9266357421875,0.9997064471244812,704.756103515625,527.0086669921875,0.9998109936714172,733.2109375,537.5142822265625,0.9999251365661621,729.9861450195312,551.7533569335938,0.998914361000061,730.8944091796875,525.3088989257812,0.9995230436325073,759.50634765625,554.3594970703125,0.9983515739440918,750.660400390625,521.441162109375,0.9993337988853455,776.3633422851562,534.1353759765625,0.9996730089187622,814.584716796875,517.7369384765625,0.997399091720581,836.6749267578125,486.17852783203125,0.980381965637207,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
7,1280,1024,673.1090087890625,519.8285522460938,771.0194091796875,555.9683227539062,0.9274362325668335,672.8469848632812,525.12939453125,0.9989827275276184,686.7394409179688,527.5176391601562,0.9998898506164551,700.0403442382812,530.4959106445312,0.9999275207519531,693.9844360351562,537.4501342773438,0.9997105002403259,697.6649169921875,522.0581665039062,0.9998155236244202,725.3155517578125,534.3764038085938,0.999936580657959,721.8394165039062,549.2316284179688,0.9989954829216003,725.025146484375,523.1441650390625,0.9995939135551453,748.5132446289062,555.7780151367188,0.9985873699188232,743.0633544921875,519.0590209960938,0.9994887113571167,770.9202270507812,535.7920532226562,0.9997616410255432,809.3651123046875,518.1304931640625,0.9981424808502197,832.9776000976562,488.8220520019531,0.984431803226471,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
8,1280,1024,665.6790771484375,516.445068359375,762.4954833984375,553.678466796875,0.9263229370117188,665.7020874023438,520.1685180664062,0.9986502528190613,678.9406127929688,522.4645385742188,0.9998815059661865,691.7818603515625,525.54150390625,0.999919056892395,685.332275390625,532.9185180664062,0.9996881484985352,689.9811401367188,516.4183959960938,0.9997615218162537,716.165771484375,531.3917236328125,0.9999251365661621,712.0009155273438,546.3988037109375,0.9988645315170288,718.1893920898438,519.7221069335938,0.999432384967804,736.281494140625,554.6525268554688,0.9980552196502686,740.1409912109375,519.4110107421875,0.9991746544837952,762.2440185546875,540.0935668945312,0.9996542930603027,803.0956420898438,525.0545043945312,0.9973068237304688,826.557861328125,491.6477355957031,0.9791567325592041,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
9,1280,1024,656.414794921875,510.59588623046875,752.08251953125,550.3776245117188,0.9294622540473938,656.5430908203125,512.947509765625,0.9983077049255371,670.7012939453125,515.3128662109375,0.9998582601547241,683.3801879882812,518.8298950195312,0.9998855590820312,676.4266967773438,525.4170532226562,0.9996091723442078,682.1818237304688,510.0235900878906,0.9995958209037781,706.7872924804688,526.8282470703125,0.9998762607574463,700.1459350585938,540.8150634765625,0.9984997510910034,708.9306030273438,514.9124145507812,0.9988440275192261,723.7412109375,551.0687255859375,0.9969362020492554,732.845458984375,517.7327270507812,0.9980212450027466,751.3169555664062,542.4223022460938,0.9993403553962708,796.1236572265625,534.6434326171875,0.9932623505592346,825.4328002929688,507.11578369140625,0.9583186507225037,375.1671447753906,233.3660888671875,910.1160888671875,766.596923828125,0.9865226149559021,376.1480712890625,233.62704467773438,0.9970149993896484,910.8521728515625,235.64254760742188,0.9947792291641235,375.8389892578125,763.8267822265625,0.9984702467918396,907.1192626953125,767.1146850585938,0.9958947896957397
